-0.20037,10
0.071326,10
-0.15519,10
0.33616,10
1.6335,10
3.799,10
0.079454,10
-0.2488,10
3.4621,10
0.20098,10
-0.26383,10
-0.06343,10
-0.21537,10
1.583,10
0.25339,10
1.2685,10
0.04819,10
0.55797,10
0.34921,10
0.66793,10
-0.19123,10
1.5806,10
1.1469,10
0.10244,20
0.054766,20
-0.10319,20
0.23019,20
1.0041,20
0.077237,20
0.17404,20
-0.19863,20
0.65322,20
-0.20798,20
0.26184,20
-0.26205,20
-0.091499,20
2.0204,20
0.27064,20
0.11595,20
0.062586,20
0.17591,20
-0.042886,20
4.9156,20
0.29004,20
2.965,20
0.28577,20
1.7573,30
-0.08313,30
-0.22025,30
-0.003549,30
1.0881,30
2.8184,30
0.68606,30
-0.16293,30
1.2451,30
0.6431,30
0.37425,30
0.11058,30
-0.045245,30
4.847,30
0.59767,30
0.72282,30
0.34402,30
1.2421,30
0.3666,30
2.4101,30
-0.31373,30
1.6129,30
0.3462,30
2.1418,40
0.67153,40
-0.15643,40
0.3747,40
0.58806,40
1.6704,40
0.36814,40
-0.22172,40
0.17242,40
0.37019,40
0.30868,40
-0.27552,40
-0.044077,40
2.8319,40
0.28164,40
1.8763,40
-0.01713,40
0.020775,40
-0.13931,40
2.2765,40
0.49154,40
0.64374,40
2.6612,40
0.6447,50
0.89635,50
0.034612,50
0.10918,50
3.3617,50
2.3869,50
0.55066,50
-0.088402,50
1.2411,50
0.40137,50
0.74143,50
-0.29732,50
0.076096,50
11.154,50
0.95527,50
2.0369,50
0.1232,50
0.072949,50
0.29852,50
2.7079,50
0.12122,50
1.0561,50
0.68521,50
1.8814,60
0.91792,60
-0.11141,60
0.2502,60
2.522,60
0.63796,60
0.49901,60
-0.14471,60
1.509,60
0.61352,60
0.8909,60
-0.16401,60
-0.0025117,60
7.9702,60
0.50626,60
1.8244,60
0.28352,60
0.74899,60
0.57062,60
4.6905,60
-0.11428,60
0.82557,60
1.0376,60
1.3752,70
1.437,70
-0.065764,70
0.27803,70
2.754,70
4.585,70
0.69808,70
-0.12881,70
0.64867,70
0.40197,70
0.9175,70
-0.30302,70
-0.10412,70
9.2355,70
0.68684,70
2.5648,70
0.48913,70
0.17328,70
0.52601,70
4.2979,70
0.12732,70
1.1656,70
1.8172,70
1.6007,80
1.6198,80
-0.1164,80
0.4785,80
3.4055,80
2.647,80
1.3038,80
-0.17475,80
0.32865,80
0.59592,80
0.70787,80
-0.19811,80
-0.025861,80
11.205,80
0.66436,80
2.2954,80
0.12631,80
0.89863,80
0.68913,80
3.7369,80
0.87282,80
1.9434,80
1.1761,80
